id,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,street,neighbourhood,latitude,longitude,PropertyType,RoomType,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,has_availability
12927770,1,0,1,1,"Queens, NY, United States",Brooklyn,40.74069,-73.95604,Apartment,Entire home/apt,4,2,2,2,Real Bed,200,4,0,5,1
12933540,0.5,1,2,1,"Bronx, NY, United States",Brooklyn,40.83049,-73.87354,Apartment,Shared room,1,1,1,1,Pull-out Sofa,51,1,100,3,1
12945400,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.71264,-73.94751,Apartment,Private room,2,1,1,1,Real Bed,66,1,20,1,1
12947454,,0,1,1,"New York, NY, United States",Brooklyn,40.78175,-73.97576,Apartment,Entire home/apt,3,1,1,1,Real Bed,180,1,0,1,1
12947660,,0,1,1,"New York, NY, United States",Manhattan,40.72886,-73.9863,Apartment,Private room,1,1,1,1,Real Bed,65,1,0,18,1
12949605,1,0,2,1,"Brooklyn, NY, United States",Brooklyn,40.68633,-73.93557,Apartment,Private room,1,1,1,1,Real Bed,60,1,50,7,1
12949937,,0,1,1,"New York, NY, United States",Manhattan,40.71981,-73.99154,Apartment,Entire home/apt,4,1,2,2,Real Bed,225,1,0,2,1
12950979,,0,1,1,"New York, NY, United States",Manhattan,40.86612,-73.9189,Apartment,Entire home/apt,3,1,1,1,Real Bed,77,1,0,6,1
12951215,0.96,0,776,0,"New York, NY, United States",Manhattan,40.76222,-73.99889,Apartment,Entire home/apt,3,1,1,2,Real Bed,239,1,0,30,1
12953106,1,0,1,1,"Brooklyn, NY, United States",Manhattan,40.70196,-73.98297,Apartment,Entire home/apt,4,1,1,2,Real Bed,170,1,0,30,1
12953234,,0,2,1,"New York, NY, United States",Manhattan,40.76455,-73.99128,Apartment,Shared room,1,1,1,1,Futon,30,1,20,3,1
12953717,,0,4,1,"Brooklyn, NY, United States",Brooklyn,40.65254,-73.98017,Apartment,Private room,2,1,1,1,Real Bed,72,2,25,1,1
12953757,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.7029,-73.9296,Apartment,Private room,2,1,1,1,Real Bed,75,1,0,3,1
12953862,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.68645,-73.93994,Apartment,Private room,2,1.5,1,1,Real Bed,35,1,35,5,1
12954148,,0,1,0,"New York, NY, United States",Manhattan,40.80045,-73.96119,Apartment,Private room,2,1,1,1,Real Bed,67,1,0,3,1
12955281,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.70017,-73.94357,Apartment,Entire home/apt,4,1,1,2,Real Bed,115,1,0,3,1
12955402,1,0,2,1,"Brooklyn, NY, United States",Manhattan,40.72311,-73.94489,Apartment,Private room,1,1,1,1,Real Bed,50,1,35,2,1
12955453,,0,2,1,"New York, NY, United States",Staten Island,40.76635,-73.95683,Apartment,Private room,2,1,1,1,Real Bed,60,1,0,5,1
12955940,,0,1,1,"Bronx, NY, United States",Queens,40.85396,-73.89872,Apartment,Private room,1,1,1,1,Real Bed,34,1,0,1,1
12955943,,0,1,0,"Brooklyn, NY, United States",Manhattan,40.70944,-73.9492,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,2,20,7,1
12956315,,0,1,1,"Queens, NY, United States",Brooklyn,40.77374,-73.91903,Apartment,Private room,1,1,1,1,Real Bed,100,1,50,5,1
12962482,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.70267,-73.92383,Apartment,Private room,2,1,1,1,Real Bed,45,1,0,1,1
12963341,1,0,4,1,"New York, NY, United States",Queens,40.72501,-73.98776,Apartment,Private room,4,1,1,2,Real Bed,150,2,20,1,1
12965883,,0,1,0,"New York, NY, United States",Queens,40.84909,-73.93829,Apartment,Private room,1,1,1,1,Real Bed,46,1,0,2,1
12966707,0.8,0,1,1,"New York, NY, United States",Brooklyn,40.79832,-73.96291,Condominium,Private room,2,1,1,2,Real Bed,145,2,50,2,1
12966974,,0,1,0,"New York, NY, United States",Manhattan,40.73737,-73.99475,Apartment,Entire home/apt,2,1,1,1,Real Bed,225,1,0,1,1
12969014,,0,3,0,"New York, NY, United States",Brooklyn,40.78116,-73.98104,Apartment,Entire home/apt,10,1,1,1,Real Bed,175,1,200,1,1
12970866,,0,1,1,"Brooklyn, NY, United States",Bronx,40.65255,-73.96227,Apartment,Shared room,2,1,1,2,Real Bed,85,3,80,1,1
12971882,,0,2,1,"New York, NY, United States",Manhattan,40.69093,-73.96507,Apartment,Private room,2,1,1,1,Real Bed,77,1,15,5,1
12972320,1,0,1,1,"New York, NY, United States",Brooklyn,40.80077,-73.9681,Apartment,Entire home/apt,5,2,3,4,Real Bed,350,1,0,6,1
12973353,1,0,2,0,"Queens, NY, United States",Brooklyn,40.70542,-73.82979,Apartment,Shared room,1,1,1,4,Real Bed,43,1,0,1,1
12973819,1,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.65421,-73.95945,Apartment,Entire home/apt,10,1,1,1,Real Bed,90,1,200,4,1
12973878,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.64748,-73.99802,Apartment,Private room,1,1,1,2,Real Bed,41,1,10,3,1
12974423,,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.70101,-73.92505,Apartment,Entire home/apt,4,1,1,2,Real Bed,95,1,0,5,1
12981106,1,0,1,1,"Brooklyn, NY, United States",Manhattan,40.69116,-73.96039,Loft,Entire home/apt,2,1,1,1,Real Bed,140,2,50,6,1
12983699,1,0,149,1,"New York, NY, United States",Manhattan,40.77301,-73.95045,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,169,1,0,30,1
12983995,1,0,1,1,"New York, NY, United States",Manhattan,40.80121,-73.96277,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,1,0,10,1
12984506,0.67,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.68622,-73.91026,House,Private room,2,1,1,1,Real Bed,67,2,0,1,1
12984535,,0,4,1,"Brooklyn, NY, United States",Brooklyn,40.65256,-73.9798,Apartment,Private room,2,1,1,1,Real Bed,60,1,0,1,1
12984848,0.89,1,1,0,"Brooklyn, NY, United States",Manhattan,40.73547,-73.9545,Apartment,Private room,1,1,1,1,Real Bed,45,1,70,28,1
12984851,,0,2,1,"New York, NY, United States",Brooklyn,40.71884,-73.99294,Apartment,Private room,1,1,1,1,Real Bed,60,1,0,2,1
12985547,0.97,0,29,1,"New York, NY, United States",Manhattan,40.77219,-73.95588,Apartment,Entire home/apt,3,1,2,2,Real Bed,142,1,0,30,1
12986700,,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.72113,-73.95574,Apartment,Entire home/apt,4,2,2,2,Real Bed,350,4,50,2,1
12986728,,0,1,1,"New York, NY, United States",Manhattan,40.82272,-73.95144,Apartment,Private room,1,1,1,1,Real Bed,40,1,0,29,1
12987298,,0,1,1,"Brooklyn, NY, United States",Queens,40.6617,-73.98221,Apartment,Private room,2,1.5,1,1,Real Bed,65,1,0,14,1
12987983,,0,4,1,"Queens, NY, United States",Brooklyn,40.70204,-73.91068,Apartment,Private room,2,1,1,1,Real Bed,50,1,15,3,1
12988054,,0,4,1,"Queens, NY, United States",Brooklyn,40.70435,-73.91207,Apartment,Private room,2,1,1,2,Real Bed,42,1,20,7,1
12988898,,0,1,1,"Bronx , NY, United States",Manhattan,40.86032,-73.88493,Apartment,Shared room,3,1,1,2,Real Bed,130,2,130,1,1
12989612,1,0,6,0,"New York, NY, United States",Brooklyn,40.74711,-73.99281,Apartment,Private room,1,1,1,1,Real Bed,100,1,0,1,1
12990172,,0,1,0,"New York, NY, United States",Brooklyn,40.81488,-73.95886,Apartment,Entire home/apt,1,1,1,1,Real Bed,110,1,0,7,1
12990232,,0,1,0,"Brooklyn, NY, United States",Manhattan,40.69284,-73.90348,Apartment,Private room,1,1,1,1,Real Bed,45,1,0,7,1
12990578,,0,1,1,"New York, NY, United States",Brooklyn,40.75484,-73.9922,Apartment,Private room,2,1,1,1,Real Bed,100,2,15,1,1
12990926,1,1,2,0,"Queens, NY, United States",Queens,40.7691,-73.91994,Apartment,Private room,2,1,1,1,Real Bed,63,1,22,7,1
12995569,,0,1,1,"New York, NY, United States",Brooklyn,40.76814,-73.98476,Apartment,Entire home/apt,4,1,1,2,Real Bed,177,1,0,2,1
12999396,0.67,0,1,1,"Brooklyn, NY, United States",Manhattan,40.67498,-74.01169,House,Entire home/apt,8,3.5,5,5,Real Bed,400,4,30,3,1
13000007,1,0,1,1,"Brooklyn, NY, United States",Manhattan,40.68985,-73.99311,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,2,40,5,1
13000020,,0,1,1,"New York, NY, United States",Queens,40.7205,-73.98315,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,1,0,2,1
13000527,,0,1,1,"New York, NY, United States",Manhattan,40.71098,-73.99296,Loft,Private room,1,2,1,1,Real Bed,100,1,40,30,1
13000571,1,0,1,1,"New York, NY, United States",Manhattan,40.73418,-73.99338,Apartment,Entire home/apt,3,1,1,1,Real Bed,315,1,0,3,1
13003338,,0,2,0,"New York, NY, United States",Brooklyn,40.74358,-73.98096,Apartment,Private room,1,1,1,1,Couch,125,1,0,3,1
13004961,1,0,5,0,"New York, NY, United States",Manhattan,40.80577,-73.94616,Guest suite,Entire home/apt,4,1,1,3,Real Bed,220,3,30,4,1
13004967,1,0,5,0,"New York, NY, United States",Queens,40.80527,-73.94579,Apartment,Private room,3,1,1,2,Real Bed,220,4,35,2,1
13006002,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.69475,-73.96848,Apartment,Private room,2,1,1,1,Real Bed,70,1,0,1,1
13006794,,0,1,0,"New York, NY, United States",Manhattan,40.798,-73.96317,Apartment,Entire home/apt,3,1,1,1,Real Bed,74,1,0,2,1
13007629,,0,1,1,"New York, NY, United States",Brooklyn,40.71536,-73.99794,Apartment,Entire home/apt,4,1,2,2,Real Bed,290,1,0,2,1
13007839,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.66789,-73.94351,Apartment,Entire home/apt,1,1,1,1,Real Bed,100,1,0,1,1
13013882,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.70739,-73.94318,Apartment,Private room,2,1.5,1,2,Real Bed,65,1,0,2,1
13015322,0.8,0,2,0,"New York, NY, United States",Manhattan,40.71415,-73.99806,Apartment,Private room,2,1,1,1,Real Bed,95,1,25,2,1
13016082,,0,1,1,"New York, NY, United States",Manhattan,40.78804,-73.95382,Apartment,Private room,2,1,1,1,Real Bed,95,1,0,5,1
13016411,1,0,149,1,"New York, NY, United States",Brooklyn,40.70519,-74.0082,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,259,1,0,30,1
13017140,,0,1,0,"New York, NY, United States",Queens,40.81632,-73.96007,Apartment,Entire home/apt,3,1,1,1,Real Bed,120,2,50,2,1
13018248,,0,2,1,"Brooklyn, NY, United States",Manhattan,40.70772,-73.95978,Apartment,Entire home/apt,3,1,1,1,Real Bed,160,1,0,3,1
13018811,,0,1,0,"New York, NY, United States",Queens,40.82032,-73.94457,Apartment,Private room,2,1,1,1,Real Bed,49,1,0,3,1
13019333,,0,2,1,"New York, NY, United States",Manhattan,40.76232,-73.97614,Apartment,Private room,2,1,1,1,Real Bed,100,1,0,2,1
13019720,1,1,45,1,"New York, NY, United States",Manhattan,40.7533,-73.97346,Serviced apartment,Entire home/apt,6,2,2,3,Real Bed,275,1,0,3,1
13019851,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.69525,-73.96604,Apartment,Private room,2,1,1,1,Real Bed,45,2,20,1,1
13026702,,0,2,0,"New York, NY, United States",Brooklyn,40.72033,-73.98767,Apartment,Entire home/apt,2,1,1,1,Real Bed,195,1,0,1,1
13027960,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.65359,-73.95631,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,2,0,3,1
13028533,1,1,45,1,"New York, NY, United States",Manhattan,40.75303,-73.97327,Serviced apartment,Entire home/apt,4,1,1,1,Real Bed,170,1,0,2,1
13030999,,0,1,1,"New York, NY, United States",Manhattan,40.70645,-74.01144,Apartment,Entire home/apt,3,1,1,1,Real Bed,160,2,50,7,1
13031184,,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.66573,-73.98947,Apartment,Private room,2,1,1,1,Real Bed,50,1,0,7,1
13031383,,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.70775,-73.94725,Apartment,Private room,2,1,1,1,Real Bed,75,1,0,2,1
13031826,,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.67661,-73.95611,Apartment,Entire home/apt,4,1,1,1,Real Bed,225,1,15,1,1
13032261,,1,39,1,"New York, NY, United States",Manhattan,40.75315,-73.97339,Serviced apartment,Entire home/apt,6,2,2,3,Real Bed,350,1,0,2,1
13040171,,0,1,1,"New York, NY, United States",Brooklyn,40.72906,-73.98006,Apartment,Private room,2,1,1,1,Real Bed,100,1,0,3,1
13040618,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.6905,-73.90834,Apartment,Private room,2,1,1,1,Real Bed,40,1,0,1,1
13040683,,0,1,1,"Queens, NY, United States",Manhattan,40.77266,-73.90268,Apartment,Shared room,3,1,1,2,Real Bed,100,1,0,1,1
13043314,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.70879,-73.95235,Apartment,Private room,2,1,1,1,Real Bed,89,1,0,30,1
13043724,0.8,0,2,0,"New York, NY, United States",Brooklyn,40.6928,-73.91614,Apartment,Private room,2,1,1,1,Real Bed,50,1,0,1,1
13044519,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.73356,-73.95808,Apartment,Private room,1,1,1,1,Real Bed,80,1,0,1,1
13044589,,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.6647,-73.98474,House,Entire home/apt,8,3,3,4,Real Bed,250,1,0,4,1
13044668,1,0,1,1,"New York, NY, United States",Manhattan,40.74464,-73.98436,Apartment,Private room,1,1,1,1,Real Bed,70,1,30,20,1
13044689,1,0,1,1,"New York, NY, United States",Manhattan,40.74632,-74.00431,Apartment,Entire home/apt,3,2,1,1,Real Bed,170,1,0,29,1
13044815,0.5,0,2,0,"New York, NY, United States",Brooklyn,40.70825,-74.01403,Apartment,Private room,1,1,1,1,Real Bed,90,1,0,4,1
13044964,0.93,0,6,1,"New York, NY, United States",Manhattan,40.7775,-73.95262,Apartment,Shared room,1,1,1,1,Real Bed,45,1,0,30,1
13046279,1,0,3,0,"New York, NY, United States",Brooklyn,40.83805,-73.94307,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,1,0,2,1
13047594,,0,2,1,"Brooklyn, NY, United States",Brooklyn,40.71862,-73.94216,Apartment,Private room,2,1,1,1,Real Bed,62,1,0,7,1
13052968,,0,1,1,"Brooklyn, NY, United States",Queens,40.68748,-73.97397,Apartment,Entire home/apt,3,1,1,2,Real Bed,125,2,15,3,1
13058496,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.67619,-73.93866,Apartment,Private room,1,1,1,1,Real Bed,28,1,0,1,1
13058888,,0,1,1,"New York, NY, United States",Brooklyn,40.81569,-73.94622,Apartment,Private room,2,1,1,1,Real Bed,75,1,0,1,1
13059537,0.98,0,96,1,"New York, NY, United States",Manhattan,40.7034,-74.00787,Apartment,Entire home/apt,4,1,1,1,Real Bed,175,1,0,30,1
13059631,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.69349,-73.93031,Apartment,Private room,1,1,1,1,Real Bed,50,1,0,3,1
13059872,,0,1,1,"New York, NY, United States",Manhattan,40.72617,-73.99658,Apartment,Private room,1,1,1,1,Real Bed,90,1,0,1,1
13061064,,0,1,1,"New York, NY, United States",Queens,40.77687,-73.9546,Apartment,Private room,2,1,1,1,Real Bed,100,1,10,2,1
13064336,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.70806,-73.94224,Apartment,Private room,1,1,1,1,Real Bed,60,1,0,3,1
13064382,1,0,1,0,"New York, NY, United States",Brooklyn,40.72791,-73.98916,Apartment,Entire home/apt,2,1,1,1,Real Bed,180,1,0,4,1
13065032,,0,1,1,"Queens, NY, United States",Manhattan,40.7464,-73.91675,Apartment,Entire home/apt,3,1,1,2,Real Bed,120,1,0,5,1
13065347,0.8,0,5,1,"Brooklyn, NY, United States",Manhattan,40.68122,-73.90399,Apartment,Private room,1,1,1,1,Real Bed,42,1,25,6,1
13065655,,0,1,0,"Queens, NY, United States",Manhattan,40.76803,-73.93033,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,21,1
13065949,,0,1,0,"New York, NY, United States",Manhattan,40.73007,-73.98637,Apartment,Private room,2,1,1,1,Real Bed,99,1,10,1,1
13070577,1,0,1,1,"New York, NY, United States",Brooklyn,40.71968,-73.94368,House,Entire home/apt,6,1.5,3,4,Real Bed,350,6,50,3,1
13072490,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.73046,-73.95706,Apartment,Entire home/apt,2,1,1,1,Real Bed,165,2,20,3,1
13075158,1,1,1,0,"New York, NY, United States",Brooklyn,40.71287,-73.99811,Apartment,Private room,1,1,1,1,Real Bed,75,1,0,17,1
13075169,0.8,0,1,0,"New York, NY, United States",Brooklyn,40.77331,-73.95459,Apartment,Entire home/apt,6,2,3,5,Real Bed,400,5,90,7,1
13076852,0,0,2,0,"Brooklyn, NY, United States",Manhattan,40.68934,-73.9579,Apartment,Private room,2,1,1,1,Real Bed,140,1,0,4,1
13077215,1,0,149,1,"New York, NY, United States",Brooklyn,40.7382,-73.98301,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,245,1,0,30,1
13077301,1,0,149,1,"New York, NY, United States",Brooklyn,40.71642,-74.00667,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,245,1,0,30,1
13077988,1,0,149,1,"New York, NY, United States",Manhattan,40.74556,-73.98542,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,219,1,0,30,1
13079614,1,0,149,1,"New York, NY, United States",Manhattan,40.70748,-74.01476,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,238,1,0,30,1
13079618,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.6904,-73.97285,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,1,0,3,1
13080002,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.69027,-73.95801,Apartment,Private room,1,1,1,1,Real Bed,37,1,0,1,1
13083020,,0,1,1,"Brooklyn, NY, United States",Queens,40.68347,-73.95462,Apartment,Private room,2,1,1,1,Real Bed,50,1,25,3,1
13083030,,0,1,0,"New York, NY, United States",Manhattan,40.86794,-73.92792,Apartment,Entire home/apt,5,1,2,4,Real Bed,100,5,0,15,1
13083221,,0,1,0,"Brooklyn, NY, United States",Manhattan,40.66117,-73.94317,Apartment,Private room,1,1,1,1,Real Bed,55,1,0,1,1
13083638,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.72764,-73.95579,Apartment,Entire home/apt,3,1,1,1,Real Bed,199,1,0,3,1
13083988,1,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.73443,-73.95678,Apartment,Private room,2,1,1,1,Real Bed,90,1,15,7,1
13084346,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.66936,-73.97724,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,1,0,8,1
13091684,0.91,0,14,1,"New York, NY, United States",Manhattan,40.74927,-73.98303,Apartment,Entire home/apt,4,1,2,4,Real Bed,163,1,0,30,1
13091737,,0,1,1,"New York, NY, United States",Brooklyn,40.72153,-73.99493,Apartment,Entire home/apt,2,1,1,1,Real Bed,126,1,0,2,1
13092522,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.67372,-73.95334,Apartment,Private room,2,2,1,1,Real Bed,51,1,0,1,1
13092604,1,0,149,1,"New York, NY, United States",Manhattan,40.76106,-73.9848,Apartment,Entire home/apt,3,1,1,1,Real Bed,256,1,0,30,1
13093161,1,0,149,1,"New York, NY, United States",Manhattan,40.74641,-74.00401,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,289,1,0,30,1
13093642,,0,1,0,"New York, NY, United States",Queens,40.75798,-73.99156,Apartment,Entire home/apt,2,1,1,1,Real Bed,239,1,0,30,1
13094020,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.686,-73.98579,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,0,3,1
13094250,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.6783,-73.99419,House,Private room,2,1,1,1,Real Bed,90,1,0,1,1
13094329,,0,1,1,"New York, NY, United States",Brooklyn,40.7869,-73.97254,Apartment,Entire home/apt,4,1,1,1,Real Bed,150,1,0,3,1
13094690,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.69819,-73.9334,Apartment,Private room,1,1,1,1,Real Bed,40,1,0,2,1
13096146,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.67336,-73.95451,Apartment,Entire home/apt,4,1,2,3,Real Bed,120,1,0,4,1
13098627,0.46,0,31,1,"New York, NY, United States",Queens,40.7645,-73.99447,Apartment,Entire home/apt,5,1,2,2,Real Bed,200,1,0,30,1
13099377,1,0,1,0,"New York, NY, United States",Brooklyn,40.82828,-73.94264,Condominium,Private room,2,1,1,1,Real Bed,130,1,0,3,1
13099742,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.66665,-73.98875,Apartment,Private room,2,1,1,1,Real Bed,60,1,0,1,1
13100152,,0,1,1,"Queens, NY, United States",Brooklyn,40.76555,-73.9169,Apartment,Entire home/apt,1,1,1,1,Real Bed,110,1,0,13,1
13100277,1,1,2,1,"Queens, NY, United States",Manhattan,40.75266,-73.90336,House,Private room,2,1.5,1,2,Real Bed,70,1,20,5,1
13100305,0.78,0,1,0,"Brooklyn, NY, United States",Manhattan,40.67702,-73.95864,Apartment,Entire home/apt,3,1,1,1,Real Bed,105,2,10,2,1
13100373,,0,1,0,"New York, NY, United States",Manhattan,40.73627,-73.98986,Loft,Private room,2,2,1,1,Real Bed,100,1,0,7,1
13101260,,0,1,1,"New York, NY, United States",Brooklyn,40.72487,-73.98125,Loft,Entire home/apt,3,1,1,1,Real Bed,175,1,0,4,1
13101616,0.97,0,128,1,"New York, NY, United States",Manhattan,40.75993,-73.96056,Apartment,Entire home/apt,5,1,2,2,Real Bed,198,1,0,30,1
13102116,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.69286,-73.98037,Apartment,Entire home/apt,2,1,1,1,Real Bed,128,1,0,10,1
13105778,,0,1,0,"Queens, NY, United States",Brooklyn,40.76235,-73.92973,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,2,1
13108073,0.97,0,128,1,"New York, NY, United States",Manhattan,40.76174,-73.96366,Apartment,Entire home/apt,3,1,1,1,Real Bed,160,1,0,30,1
13108191,1,0,149,1,"New York, NY, United States",Brooklyn,40.74451,-73.99236,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,270,1,0,30,1
13109268,,0,1,0,"Brooklyn , NY, United States",Brooklyn,40.69025,-73.90871,Apartment,Private room,2,2,1,1,Real Bed,40,1,25,1,1
13109949,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.69375,-73.95208,Apartment,Private room,2,1,1,1,Real Bed,50,1,0,1,1
13111578,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.68696,-73.92905,Apartment,Private room,2,1,1,1,Real Bed,45,1,0,1,1
13112297,0.98,0,91,0,"New York, NY, United States",Brooklyn,40.72807,-74.00041,Apartment,Entire home/apt,4,1,2,2,Real Bed,159,1,0,30,1
13112311,0.6,0,11,1,"New York, NY, United States",Brooklyn,40.7109,-74.01768,Apartment,Entire home/apt,3,1,1,2,Real Bed,250,1,0,30,1
13112601,0.67,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.69563,-73.95149,Apartment,Private room,1,1,1,1,Real Bed,43,1,0,1,1
13112855,0.98,0,96,1,"New York, NY, United States",Manhattan,40.73505,-73.98565,Apartment,Entire home/apt,4,1,1,2,Real Bed,180,1,0,30,1
13113038,,0,1,0,"New York, NY, United States",Brooklyn,40.81245,-73.94085,Apartment,Entire home/apt,6,1,1,2,Real Bed,190,1,0,1,1
13113422,,0,1,0,"New York, NY, United States",Manhattan,40.77995,-73.9822,Apartment,Entire home/apt,2,1,1,1,Real Bed,294,1,0,14,1
13114019,,0,1,0,"New York, NY, United States",Brooklyn,40.74589,-74.0048,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,1,0,4,1
13114072,1,0,149,1,"New York, NY, United States",Manhattan,40.76367,-73.98345,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,269,1,0,30,1
13114437,,0,3,1,"Brooklyn, NY, United States",Brooklyn,40.63612,-73.96297,Apartment,Private room,2,1,1,1,Real Bed,53,1,0,14,1
13114443,,0,1,0,"New York, NY, United States",Brooklyn,40.72527,-73.98347,Apartment,Entire home/apt,6,1,3,3,Real Bed,206,1,0,1,1
13114542,,0,1,0,"New York, NY, United States",Brooklyn,40.82889,-73.94599,Apartment,Private room,1,1,1,1,Real Bed,40,1,0,1,1
13115616,,0,1,0,"Queens, NY, United States",Brooklyn,40.77592,-73.91308,Apartment,Entire home/apt,6,1,2,3,Real Bed,130,4,10,10,1
13116397,,0,1,1,"New York, NY, United States",Brooklyn,40.72778,-73.97825,Apartment,Private room,2,1,1,1,Real Bed,75,1,0,1,1
13116481,1,0,1,1,"Brooklyn, NY, United States",Manhattan,40.67641,-73.96775,Townhouse,Entire home/apt,6,2.5,3,3,Real Bed,499,5,100,4,1
13117160,1,1,3,1,"New York, NY, United States",Manhattan,40.84467,-73.93374,Apartment,Private room,2,1,1,1,Real Bed,55,1,12,6,1
13121809,,0,2,1,"Brooklyn, NY, United States",Brooklyn,40.71307,-73.95502,Apartment,Entire home/apt,4,1,1,2,Real Bed,80,2,50,10,1
13122135,,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.72721,-73.94951,Apartment,Private room,2,1,1,1,Real Bed,80,2,25,1,1
13122932,0.8,0,1,0,"New York, NY, United States",Brooklyn,40.72554,-73.98245,Apartment,Entire home/apt,4,2,2,2,Real Bed,250,4,0,14,1
13123232,,0,1,0,"New York, NY, United States",Brooklyn,40.76089,-73.99879,Apartment,Private room,2,2,1,1,Real Bed,200,1,0,1,1
13123883,,0,1,1,"New York, NY, United States",Brooklyn,40.70883,-74.00764,Apartment,Shared room,1,1,1,1,Real Bed,100,1,0,10,1
13124724,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.68329,-73.9399,House,Entire home/apt,2,1,2,2,Airbed,150,1,0,5,1
13125243,1,0,2,0,"Queens, NY, United States",Manhattan,40.68723,-73.78791,House,Private room,2,1,1,2,Real Bed,40,1,20,1,1
13127582,,0,1,1,"Astoria, NY, United States",Manhattan,40.77265,-73.91401,Apartment,Private room,2,1,1,1,Real Bed,100,1,0,1,1
13127711,0.75,0,1,1,"New York, NY, United States",Manhattan,40.80501,-73.94249,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,1,0,7,1
13128747,,0,2,0,"Brooklyn, NY, United States",Queens,40.68457,-73.9262,Apartment,Entire home/apt,4,2,2,2,Real Bed,120,1,0,2,1
13128992,1,0,1,0,"New York, NY, United States",Brooklyn,40.77847,-73.95371,Apartment,Entire home/apt,2,1,2,2,Real Bed,135,1,0,15,1
13129664,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.71529,-73.96398,Apartment,Entire home/apt,2,1,1,1,Real Bed,189,2,25,3,1
13134161,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.68164,-73.98631,Apartment,Private room,2,1,1,1,Real Bed,63,1,0,2,1
13135097,,0,1,0,"Brooklyn, NY, United States",Manhattan,40.71401,-73.95664,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,1,1
