id,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,street,neighbourhood,latitude,longitude,PropertyType,RoomType,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,has_availability
2663296,,0,1,0,"New York, NY, United States",Manhattan,40.73657,-73.98019,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,1,0,3,1
2671402,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.71639,-73.95271,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,4,1
2671737,,0,1,1,"New York, NY, United States",Brooklyn,40.83677,-73.94314,Apartment,Private room,2,1,1,1,Real Bed,65,1,25,3,1
2678773,,0,2,0,"Brooklyn, NY, United States",Manhattan,40.71262,-73.95292,Loft,Entire home/apt,4,1,1,1,Real Bed,180,2,10,3,1
2683455,,0,1,0,"Queens, NY, United States",Brooklyn,40.74749,-73.92089,Apartment,Entire home/apt,9,1.5,4,6,Real Bed,155,5,20,3,1
2685701,,0,2,1,"Brooklyn, NY, United States",Brooklyn,40.70934,-73.9627,Apartment,Entire home/apt,4,2,2,3,Real Bed,330,1,0,10,1
2685844,0.5,0,1,0,"Brooklyn, NY, United States",Manhattan,40.66733,-73.95667,Apartment,Private room,2,1,1,1,Real Bed,50,1,20,30,1
2687083,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.68571,-73.95033,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,1,25,1,1
2687375,,0,1,1,"New York, NY, United States",Brooklyn,40.82305,-73.93739,Apartment,Private room,4,1,1,1,Real Bed,70,1,15,1,1
2687606,,0,1,1,"New York, NY, United States",Brooklyn,40.73701,-73.98242,Apartment,Entire home/apt,3,1,1,1,Real Bed,180,3,0,3,1
2690370,,0,1,1,"Queens, NY, United States",Queens,40.74606,-73.95765,Apartment,Entire home/apt,4,2,2,2,Real Bed,130,1,0,30,1
2694916,0.8,0,14,1,"New York, NY, United States",Manhattan,40.76711,-73.98371,Serviced apartment,Entire home/apt,4,1,1,1,Real Bed,225,1,0,30,1
2695469,0.92,0,8,1,"New York, NY, United States",Manhattan,40.76479,-73.98455,Serviced apartment,Entire home/apt,4,1,1,1,Real Bed,99,2,20,30,1
2698984,1,0,4,0,"Whitestone, NY, United States",Queens,40.79721,-73.816,House,Entire home/apt,8,2,3,3,Real Bed,400,4,25,3,1
2702351,0.9,0,1,1,"New York, NY, United States",Queens,40.82907,-73.94939,Condominium,Entire home/apt,4,1,1,2,Real Bed,90,1,0,5,1
2707194,,0,1,0,"New York, NY, United States",Queens,40.83482,-73.94617,Apartment,Entire home/apt,3,2,2,2,Real Bed,130,1,0,6,1
2710417,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.72812,-73.94704,Apartment,Entire home/apt,2,1,1,1,Real Bed,225,1,0,7,1
2713887,,0,1,1,"New York, NY, United States",Queens,40.77518,-73.95618,Apartment,Entire home/apt,4,1,1,2,Real Bed,200,1,0,5,1
2714699,1,0,52,1,"Brooklyn, NY, United States",Manhattan,40.72713,-73.94141,Serviced apartment,Entire home/apt,4,1,1,2,Real Bed,159,1,0,30,1
2716009,1,1,1,1,"Brooklyn, NY, United States",Manhattan,40.67795,-74.00747,Loft,Entire home/apt,5,1,2,1,Real Bed,200,1,25,2,1
2719640,1,1,4,1,"Bronx, NY, United States",Staten Island,40.80091,-73.91449,Townhouse,Private room,2,1,1,1,Real Bed,71,1,20,4,1
2721610,,0,3,0,"New York, NY, United States",Brooklyn,40.77107,-73.95322,Apartment,Entire home/apt,5,1,2,2,Real Bed,275,4,30,3,1
2722391,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.70024,-73.95047,Apartment,Private room,1,2,1,1,Real Bed,70,1,0,7,1
2722693,,0,1,1,"New York, NY, United States",Manhattan,40.76351,-73.98431,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,1,0,1,1
2723019,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.6582,-73.95688,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,30,1
2723338,,0,2,1,"Brooklyn, NY, United States",Queens,40.69026,-73.92701,Apartment,Private room,2,1,1,1,Real Bed,50,1,15,4,1
2727766,,0,1,1,"New York, NY, United States",Manhattan,40.79121,-73.94793,Apartment,Private room,2,1,1,1,Real Bed,75,1,20,2,1
2728293,,0,1,1,"New York, NY, United States",Manhattan,40.7221,-73.98259,Apartment,Private room,2,1,1,1,Real Bed,90,1,0,4,1
2735650,,0,1,1,"New York, NY, United States",Manhattan,40.79496,-73.97349,Apartment,Entire home/apt,2,1,1,2,Real Bed,140,2,60,1,1
2736911,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.64468,-73.97208,Apartment,Entire home/apt,7,1,1,3,Real Bed,200,3,20,3,1
2738377,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.68322,-73.99248,Apartment,Entire home/apt,6,2.5,5,5,Real Bed,350,1,0,5,1
2739577,,0,1,0,"Long Island City, NY, United States",Brooklyn,40.7625,-73.93919,Apartment,Entire home/apt,2,1,1,1,Real Bed,225,1,0,1,1
2739707,,0,2,1,"Brooklyn, NY, United States",Queens,40.68286,-73.93055,Apartment,Private room,1,1,1,1,Real Bed,65,1,15,1,1
2739884,,0,1,1,"New York, NY, United States",Manhattan,40.75927,-73.99223,Apartment,Entire home/apt,3,1,1,2,Real Bed,189,2,30,5,1
2739978,1,0,1,1,"New York, NY, United States",Brooklyn,40.73085,-73.99421,Apartment,Entire home/apt,3,2,1,1,Real Bed,265,2,75,3,1
2743624,,0,2,1,"New York, NY, United States",Brooklyn,40.76544,-73.98186,Apartment,Entire home/apt,4,2,1,2,Real Bed,409,1,0,1,1
2744106,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.69226,-73.98056,Apartment,Private room,2,1,1,1,Real Bed,95,1,0,4,1
2752977,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.68009,-74.00009,House,Entire home/apt,6,2,4,6,Real Bed,325,5,40,4,1
2754179,0.97,0,29,1,"New York, NY, United States",Brooklyn,40.77249,-73.95756,Apartment,Entire home/apt,2,1,1,1,Real Bed,117,1,0,30,1
2761766,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.66587,-73.97881,Apartment,Entire home/apt,3,1,1,1,Real Bed,115,3,39,13,1
2769718,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.67736,-73.98084,Apartment,Entire home/apt,5,1,2,3,Real Bed,195,1,0,5,1
2771126,0.2,0,1,1,"Brooklyn , NY, United States",Brooklyn,40.68998,-73.96072,Apartment,Entire home/apt,3,1,1,1,Real Bed,142,1,0,10,1
2771877,,0,1,1,"New York, NY, United States",Brooklyn,40.78694,-73.97384,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,20,1
2772111,,0,1,1,"Bronx, NY, United States",Brooklyn,40.86705,-73.88545,Apartment,Shared room,1,1,1,1,Real Bed,55,1,25,7,1
2773754,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.66044,-73.97977,Apartment,Entire home/apt,2,1,1,1,Real Bed,97,1,0,30,1
2774381,1,0,1,0,"Brooklyn, NY, United States",Manhattan,40.64602,-73.95964,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,1,10,20,1
2782449,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.68238,-73.99481,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,4,1
2783468,,0,1,1,"New York, NY, United States",Brooklyn,40.77349,-73.95137,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,2,25,6,1
2784311,0.5,0,2,0,"New York, NY, United States",Manhattan,40.72105,-73.9814,Apartment,Private room,2,1,1,1,Real Bed,100,1,35,1,1
2788298,,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.69056,-73.98038,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,3,1
2789713,1,0,1,0,"Brooklyn, NY, United States",Manhattan,40.68671,-73.98952,Apartment,Entire home/apt,4,1,1,1,Real Bed,160,2,15,5,1
2793630,1,1,3,1,"New York, NY, United States",Manhattan,40.71418,-73.99295,Apartment,Private room,2,1,1,1,Real Bed,120,1,50,5,1
2793740,0.33,0,1,0,"New York, NY, United States",Manhattan,40.72266,-73.98337,Loft,Private room,2,1,1,1,Real Bed,250,1,0,3,1
2794725,,0,1,1,"Staten Island, NY, United States",Brooklyn,40.62578,-74.07356,House,Entire home/apt,3,1.5,2,2,Real Bed,75,1,0,1,1
2794734,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.68811,-73.99421,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,1,0,1,1
2799360,,0,1,1,"New York, NY, United States",Manhattan,40.78414,-73.9783,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,1,0,1,1
2803944,,0,1,1,"Queens, NY, United States",Manhattan,40.74235,-73.90375,Apartment,Private room,2,1,1,1,Real Bed,55,1,20,1,1
2803981,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.71389,-73.9657,Apartment,Private room,2,1,1,1,Real Bed,80,1,25,5,1
2804065,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.70012,-73.93062,Apartment,Private room,2,1,1,1,Real Bed,69,1,10,3,1
2804557,,0,1,0,"New York, NY, United States",Brooklyn,40.80504,-73.96454,Apartment,Private room,1,1,1,1,Real Bed,100,1,0,4,1
2804989,,0,1,1,"Woodside, NY, United States",Brooklyn,40.74405,-73.91502,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,20,1,1
2805293,,0,1,0,"New York, NY, United States",Manhattan,40.7339,-74.00177,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,1,0,5,1
2807615,,0,1,1,"New York, NY, United States",Brooklyn,40.78882,-73.97945,Apartment,Entire home/apt,4,1,1,2,Real Bed,179,5,50,2,1
2807939,,0,1,1,"New York, NY, United States",Brooklyn,40.6435,-73.96065,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,8,1
2817967,0.97,0,29,1,"New York, NY, United States",Brooklyn,40.77125,-73.95735,Apartment,Entire home/apt,2,1,1,1,Real Bed,105,1,0,30,1
2821079,,0,1,0,"New York, NY, United States",Brooklyn,40.77589,-73.98188,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,1,0,1,1
2821294,1,0,6,0,"New York, NY, United States",Manhattan,40.83418,-73.94274,Apartment,Private room,2,1,3,1,Real Bed,39,1,25,30,1
2821782,,0,1,1,"New York, NY, United States",Manhattan,40.8068,-73.94258,Apartment,Entire home/apt,2,2,1,1,Real Bed,67,1,0,5,1
2823023,1,0,1,0,"New York, NY, United States",Brooklyn,40.76147,-73.9761,Apartment,Entire home/apt,6,1,1,2,Real Bed,200,4,30,4,1
2833998,,0,1,0,"New York, NY, United States",Queens,40.80925,-73.94226,Apartment,Private room,1,1,1,1,Real Bed,55,1,0,5,1
2838061,,0,1,0,"New York, NY, United States",Staten Island,40.78833,-73.94888,Apartment,Private room,2,1,1,1,Real Bed,299,1,0,1,1
2838354,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.67446,-73.96324,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,17,1
2845257,1,0,52,1,"Brooklyn, NY, United States",Brooklyn,40.72733,-73.9404,Serviced apartment,Entire home/apt,6,1,2,2,Real Bed,199,1,0,30,1
2851945,,0,1,0,"Brooklyn, NY, United States",Manhattan,40.68108,-73.99381,Apartment,Entire home/apt,5,1,2,3,Real Bed,150,2,35,2,1
2854050,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.69727,-73.92373,Apartment,Private room,1,1,1,1,Real Bed,100,1,0,20,1
2856036,,0,1,0,"New York, NY, United States",Manhattan,40.71484,-73.98977,Apartment,Entire home/apt,6,2,2,2,Real Bed,185,1,0,5,1
2856478,,0,1,0,"Brooklyn, NY, United States",Queens,40.68879,-73.97589,Apartment,Entire home/apt,4,1,2,3,Real Bed,150,1,0,3,1
2856890,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.71055,-73.95553,Apartment,Private room,2,1,1,1,Real Bed,100,1,0,2,1
2863223,,0,2,1,"Brooklyn, NY, United States",Manhattan,40.70665,-73.95067,Apartment,Private room,3,1,1,1,Real Bed,75,1,0,7,1
2863408,0.97,0,29,1,"New York, NY, United States",Brooklyn,40.77233,-73.95627,Apartment,Entire home/apt,2,1,1,1,Real Bed,103,1,0,30,1
2863696,,0,3,0,"Brooklyn, NY, United States",Manhattan,40.7196,-73.96335,Apartment,Private room,2,1,1,1,Real Bed,95,1,0,3,1
2865117,1,0,1,0,"Park Slope, Brooklyn, NY, United States",Manhattan,40.66977,-73.98305,Apartment,Entire home/apt,3,1,2,2,Real Bed,155,1,0,29,1
2867463,1,0,1,0,"Brooklyn, NY, United States",Staten Island,40.66372,-73.97793,Apartment,Entire home/apt,6,2,3,3,Real Bed,195,1,0,6,1
2872288,,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.67007,-73.94729,Apartment,Entire home/apt,9,1.5,3,4,Real Bed,300,1,0,2,1
2872353,0.97,0,29,1,"New York, NY, United States",Brooklyn,40.77105,-73.95727,Apartment,Entire home/apt,2,1,1,2,Real Bed,119,1,0,30,1
2874695,0.9,0,2,1,"Brooklyn, NY, United States",Brooklyn,40.71242,-73.96793,Apartment,Private room,1,1,1,1,Real Bed,100,1,0,30,1
2875923,1,0,2,1,"New York, NY, United States",Queens,40.82149,-73.93718,Apartment,Private room,2,1,1,1,Real Bed,75,1,10,1,1
2882666,0.5,0,2,1,"New York, NY, United States",Queens,40.79972,-73.96418,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,10,1
2887581,,0,2,1,"Brooklyn, NY, United States",Brooklyn,40.67353,-73.96505,Apartment,Private room,1,1,1,1,Real Bed,45,1,0,20,1
2897507,0.8,1,1,0,"Brooklyn, NY, United States",Manhattan,40.68105,-73.95783,Apartment,Private room,1,1,1,2,Real Bed,40,1,0,7,1
2897714,,0,1,0,"New York, NY, United States",Brooklyn,40.74923,-73.97849,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,250,1,0,5,1
2899082,,0,1,0,"Brooklyn, NY, United States",Bronx,40.71853,-73.96287,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,3,1
2904330,,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.68183,-73.97195,Apartment,Entire home/apt,5,3,3,2,Real Bed,450,1,0,30,1
2904571,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.67786,-73.99871,Apartment,Entire home/apt,4,1,2,3,Real Bed,149,1,0,6,1
2908417,,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.69924,-73.94057,Loft,Private room,1,1,1,1,Real Bed,42,1,0,7,1
2909461,,0,2,1,"New York, NY, United States",Manhattan,40.78352,-73.97482,Apartment,Entire home/apt,5,1,1,1,Real Bed,200,1,0,1,1
2918732,,0,1,1,"New York, NY, United States",Brooklyn,40.74411,-74.0029,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,1,100,1,1
2918764,,0,1,0,"Brooklyn, NY, United States",Manhattan,40.70071,-73.92468,Apartment,Private room,1,1,1,1,Real Bed,80,1,25,2,1
2919062,,0,1,1,"long island city, NY, United States",Manhattan,40.74923,-73.94962,Apartment,Entire home/apt,3,1,1,1,Futon,119,1,0,3,1
2919885,1,0,1,1,"Brooklyn, NY, United States",Manhattan,40.65267,-73.9485,Condominium,Entire home/apt,4,1,2,2,Real Bed,115,2,15,7,1
2924528,0.56,0,1,0,"New York, NY, United States",Brooklyn,40.71782,-73.99422,Apartment,Private room,1,1,1,1,Real Bed,87,1,40,4,1
2924588,1,0,1,1,"New York, NY, United States",Manhattan,40.75293,-73.97173,Apartment,Private room,1,1,1,1,Real Bed,110,1,300,14,1
2925138,,0,1,0,"New York, NY, United States",Brooklyn,40.76761,-73.98497,Apartment,Entire home/apt,3,1.5,2,2,Real Bed,250,1,0,1,1
2931544,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.73487,-73.95627,Apartment,Entire home/apt,2,1,1,1,Real Bed,185,2,50,3,1
2931595,0.8,0,1,1,"New York, NY, United States",Manhattan,40.7241,-74.0042,Apartment,Entire home/apt,3,1,1,2,Real Bed,250,1,0,2,1
2932779,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.67512,-73.96278,Apartment,Private room,2,1,1,1,Real Bed,75,2,20,2,1
2934382,,0,1,0,"Brooklyn, NY, United States",Manhattan,40.69393,-73.94689,Apartment,Private room,1,1,1,1,Real Bed,65,1,0,1,1
2940007,,0,1,1,"New York, NY, United States",Manhattan,40.71615,-73.98478,Apartment,Entire home/apt,3,1,1,2,Real Bed,200,1,0,1,1
2941297,,0,1,1,"New York, NY, United States",Brooklyn,40.73936,-73.99965,Apartment,Entire home/apt,3,1,1,1,Real Bed,225,1,0,3,1
2943724,,0,1,1,"Far Rockaway, NY, United States",Brooklyn,40.60549,-73.75547,House,Private room,10,1.5,1,3,Real Bed,70,2,45,1,1
2947668,1,0,18,0,"Queens, NY, United States",Brooklyn,40.73726,-73.89792,House,Private room,1,1,1,1,Real Bed,35,1,0,30,1
2959036,1,0,1,0,"New York, NY, United States",Queens,40.85504,-73.93648,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,1,0,7,1
2965008,0.9,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.67024,-73.99351,House,Entire home/apt,5,1.5,2,3,Real Bed,299,1,0,3,1
2967631,,0,1,0,"New York, NY, United States",Brooklyn,40.78139,-73.95261,Apartment,Shared room,1,1,1,1,Airbed,175,1,0,1,1
2969427,0.89,0,11,1,"Brooklyn, NY, United States",Brooklyn,40.68975,-73.96724,House,Private room,2,1,1,1,Real Bed,179,1,0,1,1
2974433,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.70775,-73.94214,Loft,Private room,3,1,2,2,Real Bed,100,2,100,5,1
2974877,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.72292,-73.94924,Apartment,Entire home/apt,4,1,2,2,Real Bed,270,1,0,3,1
2974957,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.67925,-73.9688,Apartment,Entire home/apt,4,2,2,2,Real Bed,200,1,0,14,1
2975715,,0,1,0,"New York, NY, United States",Manhattan,40.72603,-73.99746,Apartment,Entire home/apt,4,1,2,1,Real Bed,161,1,0,21,1
2976105,0.8,0,2,1,"Brooklyn, NY, United States",Manhattan,40.67479,-73.95722,Apartment,Private room,1,1,1,1,Real Bed,60,1,40,2,1
2978421,1,0,1,1,"New York, NY, United States",Brooklyn,40.71433,-73.99028,Apartment,Entire home/apt,2,1,1,1,Pull-out Sofa,125,1,0,2,1
2979097,0.97,0,29,1,"New York, NY, United States",Manhattan,40.77233,-73.9572,Apartment,Entire home/apt,2,1,1,2,Real Bed,118,1,0,30,1
2983952,1,1,2,0,"Brooklyn, NY, United States",Brooklyn,40.71593,-73.95642,Apartment,Entire home/apt,3,1,2,2,Real Bed,210,1,0,3,1
2984662,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.69443,-73.99068,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,2,1
2987465,0.97,0,29,1,"New York, NY, United States",Brooklyn,40.77222,-73.95544,Apartment,Entire home/apt,2,1,1,1,Real Bed,118,1,0,30,1
2994536,,0,1,0,"Brooklyn, NY, United States",Manhattan,40.73057,-73.95023,Apartment,Private room,2,2,1,1,Real Bed,70,1,0,2,1
2995209,0.97,0,29,1,"New York, NY, United States",Manhattan,40.77126,-73.95671,Apartment,Entire home/apt,2,1,1,1,Real Bed,116,1,0,30,1
2995459,1,0,52,1,"Brooklyn, NY, United States",Manhattan,40.72525,-73.9418,Serviced apartment,Entire home/apt,5,1,1,3,Real Bed,159,1,0,30,1
2997377,1,0,6,0,"New York, NY, United States",Manhattan,40.83383,-73.94469,Apartment,Private room,1,1,4,1,Real Bed,39,1,25,7,1
2998174,0.88,0,2,1,"Brooklyn, NY, United States",Manhattan,40.69666,-73.93248,Apartment,Private room,1,3,1,1,Real Bed,59,1,0,20,1
3003127,1,1,2,1,"Brooklyn, NY, United States",Manhattan,40.67401,-73.92833,Apartment,Private room,2,1,1,1,Real Bed,66,1,25,1,1
3004563,1,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.65595,-73.95412,Apartment,Private room,1,2,1,1,Real Bed,50,1,0,7,1
3005990,,0,1,0,"Brooklyn, NY, United States",Manhattan,40.66528,-73.99382,Apartment,Private room,2,1,1,1,Real Bed,54,2,0,1,1
3010328,1,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.64661,-73.95999,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,1,0,6,1
3010664,1,0,1,1,"Brooklyn, NY, United States",Staten Island,40.67553,-73.96376,Townhouse,Entire home/apt,7,3.5,5,5,Real Bed,350,5,50,3,1
3010988,0.9,0,3,1,"Brooklyn, NY, United States",Manhattan,40.6769,-73.94483,Apartment,Private room,2,1.5,1,1,Real Bed,32,1,10,7,1
3013404,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.70971,-73.9639,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,1,0,4,1
3013668,1,0,1,1,"Brooklyn, NY, United States",Queens,40.70113,-73.91119,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,2,0,5,1
3018285,,0,1,1,"New York, NY, United States",Brooklyn,40.73722,-74.00043,Apartment,Entire home/apt,2,1,1,1,Real Bed,190,1,0,1,1
3019237,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.67729,-73.99164,House,Entire home/apt,7,2,4,5,Real Bed,414,1,0,3,1
3021617,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.68968,-73.98404,Apartment,Entire home/apt,3,1,1,1,Real Bed,135,1,0,2,1
3026848,0.93,0,52,0,"New York, NY, United States",Manhattan,40.74318,-73.97193,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,30,1
3032355,,0,1,1,"New York, NY, United States",Brooklyn,40.76712,-73.95668,Apartment,Private room,1,1,1,1,Real Bed,70,1,0,2,1
3038614,1,0,1,0,"Brooklyn, NY, United States",Manhattan,40.68596,-73.95837,Apartment,Entire home/apt,5,2,2,2,Real Bed,155,5,50,25,1
3039332,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.64638,-73.97723,House,Entire home/apt,6,1.5,3,5,Real Bed,499,1,60,7,1
3040654,,0,1,1,"Queens, NY, United States",Manhattan,40.77748,-73.90971,Apartment,Private room,1,1,1,1,Real Bed,47,1,15,2,1
3041280,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.6602,-73.95043,Apartment,Private room,2,1.5,1,1,Real Bed,95,1,0,1,1
3041973,0.93,0,52,0,"New York, NY, United States",Manhattan,40.74475,-73.97201,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,30,1
3043029,1,0,2,1,"New York, NY, United States",Brooklyn,40.72687,-73.97995,Apartment,Entire home/apt,5,1,2,2,Real Bed,225,1,0,8,1
3043467,0.79,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.69405,-73.99634,Apartment,Private room,1,1,1,1,Real Bed,70,1,10,14,1
3046941,0.93,0,52,0,"New York, NY, United States",Manhattan,40.74462,-73.97488,Apartment,Entire home/apt,4,1,2,3,Real Bed,100,1,0,30,1
3048234,0.93,0,52,0,"New York, NY, United States",Manhattan,40.76866,-73.98616,Apartment,Entire home/apt,2,1,1,1,Real Bed,87,1,0,30,1
3050544,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.6728,-73.97166,Apartment,Entire home/apt,4,1,2,2,Real Bed,245,2,20,4,1
3052904,,0,1,1,"New York, NY, United States",Manhattan,40.77401,-73.9457,Apartment,Private room,2,1,1,1,Real Bed,55,1,0,1,1
3056451,,0,1,1,"New York, NY, United States",Manhattan,40.72916,-74.00433,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,1,0,3,1
3058087,1,0,6,0,"New York, NY, United States",Brooklyn,40.83568,-73.94457,Apartment,Private room,2,1,1,1,Real Bed,40,1,25,31,1
3060745,,0,1,1,"New York, NY, United States",Manhattan,40.79245,-73.94563,Apartment,Private room,1,1,1,1,Real Bed,37,1,10,30,1
3061093,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.7172,-73.9616,Apartment,Entire home/apt,2,1,1,1,Real Bed,240,1,0,2,1
3061106,,0,1,1,"New York, NY, United States",Brooklyn,40.73229,-74.004,Apartment,Private room,1,1,1,1,Real Bed,130,1,0,2,1
3067062,1,1,2,1,"Brooklyn, NY, United States",Brooklyn,40.71477,-73.94105,Apartment,Private room,1,1,1,1,Real Bed,100,1,35,21,1
3067670,1,0,1,1,"New York, NY, United States",Brooklyn,40.74221,-73.9974,Apartment,Entire home/apt,4,2,3,3,Real Bed,220,1,0,8,1
3068047,,0,1,1,"New York, NY, United States",Manhattan,40.78145,-73.95588,Apartment,Entire home/apt,3,1,1,2,Real Bed,250,1,0,3,1
3068145,0.97,0,29,1,"New York, NY, United States",Queens,40.77209,-73.9563,Apartment,Entire home/apt,2,1,1,1,Real Bed,103,1,0,30,1
3068852,0.97,0,29,1,"New York, NY, United States",Brooklyn,40.77224,-73.95629,Apartment,Entire home/apt,2,1,1,1,Real Bed,108,1,0,30,1
3070876,1,0,3,1,"New York, NY, United States",Manhattan,40.80392,-73.94685,Apartment,Private room,1,1,1,1,Real Bed,75,1,0,3,1
3072242,,0,2,1,"Brooklyn, NY, United States",Brooklyn,40.69158,-73.92115,Apartment,Entire home/apt,2,1,1,1,Real Bed,78,2,10,3,1
3073195,,0,1,1,"Brooklyn, NY, United States",Brooklyn,40.70442,-73.95413,Apartment,Private room,1,1,1,1,Real Bed,75,1,10,4,1
3079125,0.33,0,1,1,"New York, NY, United States",Brooklyn,40.70481,-73.97755,Apartment,Entire home/apt,4,1,1,1,Pull-out Sofa,152,1,0,2,1
3080233,,0,1,1,"New York, NY, United States",Brooklyn,40.70789,-73.94632,Apartment,Entire home/apt,4,1,1,2,Real Bed,220,1,0,29,1
3084473,,0,1,0,"New York, NY, United States",Manhattan,40.80739,-73.95918,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,1,0,1,1
3089577,0.8,0,2,0,"Brooklyn, NY, United States",Queens,40.61098,-73.9742,Apartment,Entire home/apt,6,2,2,5,Real Bed,199,5,25,4,1
3091202,0.93,0,52,0,"New York, NY, United States",Manhattan,40.74175,-73.97741,Apartment,Entire home/apt,2,1,1,1,Real Bed,84,1,0,30,1
3091872,,0,1,0,"Brooklyn, NY, United States",Brooklyn,40.7245,-73.95022,Apartment,Entire home/apt,2,1,2,2,Real Bed,100,1,0,14,1
3095348,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.7177,-73.94612,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,1,0,2,1
3095477,,0,1,0,"Brooklyn, NY, United States",Manhattan,40.66508,-73.98974,Apartment,Entire home/apt,4,1,2,3,Real Bed,200,4,55,2,1
3095502,,0,1,1,"Forest Hills, NY, United States",Brooklyn,40.72713,-73.84946,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,1,0,1,1
3101058,,0,1,1,"Brooklyn, NY, United States",Manhattan,40.65235,-73.9635,Apartment,Entire home/apt,3,1,1,1,Real Bed,109,1,10,2,1
3101140,0.4,0,2,1,"Brooklyn, NY, United States",Brooklyn,40.72126,-73.93961,Apartment,Private room,2,1,1,1,Real Bed,126,1,20,2,1
3103596,0.33,0,1,1,"New York, NY, United States",Queens,40.82243,-73.94786,Apartment,Private room,1,1,1,1,Real Bed,50,1,0,2,1
3104652,,0,1,0,"New York, NY, United States",Bronx,40.74765,-74.0042,Apartment,Entire home/apt,2,1,1,1,Real Bed,325,3,0,4,1
